disease1,disease2,locus,gene_id,chr,start,end,gene_biotype
p131306,p131390,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131306,p131390,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131306,p131390,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131306,p131390,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131306,p131390,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131306,p131390,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131306,p131390,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131306,p131390,block734,ENSG00000231863,6,161352112,161390803,antisense
p131306,p131390,block734,ENSG00000272841,6,161411350,161413374,antisense
p131306,p131390,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131306,p131390,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131306,p131390,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131324,p131354,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131324,p131354,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131324,p131354,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131324,p131354,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131324,p131354,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131324,p131354,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131324,p131354,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131324,p131354,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131324,p131354,block734,ENSG00000231863,6,161352112,161390803,antisense
p131324,p131354,block734,ENSG00000272841,6,161411350,161413374,antisense
p131324,p131354,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131324,p131354,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131324,p131354,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131324,p131370,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131324,p131370,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131324,p131370,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131324,p131370,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131324,p131370,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131324,p131370,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131324,p131370,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131324,p131370,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131324,p131370,block734,ENSG00000231863,6,161352112,161390803,antisense
p131324,p131370,block734,ENSG00000272841,6,161411350,161413374,antisense
p131324,p131370,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131324,p131370,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131324,p131370,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131324,p131380,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131324,p131380,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131324,p131380,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131324,p131380,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131324,p131380,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131324,p131380,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131324,p131380,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131324,p131380,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131324,p131380,block734,ENSG00000231863,6,161352112,161390803,antisense
p131324,p131380,block734,ENSG00000272841,6,161411350,161413374,antisense
p131324,p131380,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131324,p131380,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131324,p131380,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131324,p131390,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131324,p131390,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131324,p131390,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131324,p131390,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131324,p131390,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131324,p131390,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131324,p131390,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131324,p131390,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131324,p131390,block734,ENSG00000231863,6,161352112,161390803,antisense
p131324,p131390,block734,ENSG00000272841,6,161411350,161413374,antisense
p131324,p131390,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131324,p131390,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131324,p131390,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131164,p131166,block1095,ENSG00000254468,11,121279,125784,lincRNA
p131164,p131166,block1095,ENSG00000230724,11,127115,139612,lincRNA
p131164,p131166,block1095,ENSG00000255229,11,129279,186136,antisense
p131164,p131166,block1095,ENSG00000177951,11,167784,207428,protein_coding
p131164,p131166,block1095,ENSG00000188076,11,193080,194573,protein_coding
p131164,p131166,block1095,ENSG00000177947,11,196738,200261,protein_coding
p131164,p131166,block1095,ENSG00000254559,11,203623,205470,antisense
p131164,p131166,block1095,ENSG00000177963,11,207511,215113,protein_coding
p131164,p131166,block1095,ENSG00000142082,11,215458,236931,protein_coding
p131164,p131166,block1095,ENSG00000185627,11,236546,252983,protein_coding
p131164,p131166,block1095,ENSG00000174885,11,278365,285359,protein_coding
p131164,p131166,block1095,ENSG00000255026,11,287305,288987,antisense
p131164,p131166,block1095,ENSG00000142102,11,289135,296107,protein_coding
p131164,p131166,block1095,ENSG00000206013,11,298200,299526,protein_coding
p131164,p131166,block1095,ENSG00000185201,11,307631,315272,protein_coding
p131164,p131166,block1095,ENSG00000254910,11,310139,311141,antisense
p131164,p131166,block1095,ENSG00000185885,11,313506,315272,protein_coding
p131164,p131166,block1095,ENSG00000251661,11,318640,325631,antisense
p131164,p131166,block1095,ENSG00000142089,11,319669,327537,protein_coding
p131164,p131166,block1095,ENSG00000255089,11,321991,322426,antisense
p131164,p131166,block1095,ENSG00000270105,11,322186,322727,lincRNA
p131164,p131166,block1095,ENSG00000270030,11,325703,326294,lincRNA
p131164,p131166,block1095,ENSG00000255328,11,327171,330122,lincRNA
p131164,p131166,block1095,ENSG00000270972,11,333192,333688,lincRNA
p131164,p131166,block1095,ENSG00000182272,11,369796,382116,protein_coding
p131164,p131166,block1095,ENSG00000184363,11,392614,404908,protein_coding
p131164,p131166,block1095,ENSG00000185187,11,405716,417455,protein_coding
p131164,p131166,block1095,ENSG00000185101,11,417933,442011,protein_coding
p131164,p131166,block1095,ENSG00000174915,11,448268,491393,protein_coding
p131164,p131166,block1095,ENSG00000255237,11,462930,463899,antisense
p131164,p131166,block1095,ENSG00000023191,11,494512,507300,protein_coding
p131164,p131166,block1095,ENSG00000254739,11,528907,529659,antisense
p131164,p131166,block1095,ENSG00000174775,11,532242,537287,protein_coding
p131164,p131166,block1095,ENSG00000161328,11,537527,554916,protein_coding
p131164,p131166,block1095,ENSG00000185522,11,554855,560779,protein_coding
p131164,p131166,block1095,ENSG00000254815,11,557595,560107,antisense
p131164,p131166,block1095,ENSG00000099849,11,560404,564021,protein_coding
p131164,p131166,block1095,ENSG00000247095,11,565660,568457,lincRNA
p131164,p131166,block1095,ENSG00000199038,11,568089,568198,miRNA
p131164,p131166,block1095,ENSG00000070047,11,576486,612222,protein_coding
p131164,p131166,block1095,ENSG00000185507,11,612553,615999,protein_coding
p131164,p131166,block1095,ENSG00000099834,11,616565,626078,protein_coding
p131164,p131166,block1095,ENSG00000070031,11,626431,627143,protein_coding
p131164,p131166,block1095,ENSG00000069696,11,637293,640706,protein_coding
p131164,p131166,block1095,ENSG00000177030,11,644233,706715,protein_coding
p131164,p131166,block1095,ENSG00000255158,11,665910,678391,antisense
p131164,p131166,block1095,ENSG00000177106,11,694438,727727,protein_coding
p131164,p131166,block1095,ENSG00000177042,11,695428,705028,protein_coding
p131164,p131166,block1095,ENSG00000269915,11,708564,727047,antisense
p131164,p131166,block1095,ENSG00000177156,11,747329,765024,protein_coding
p131164,p131166,block1095,ENSG00000177225,11,767220,777488,protein_coding
p131164,p131166,block1095,ENSG00000255284,11,777578,784297,protein_coding
p131164,p131166,block1095,ENSG00000255142,11,781645,782105,antisense
p131164,p131166,block1095,ENSG00000184524,11,787104,790123,protein_coding
p131164,p131166,block1095,ENSG00000177542,11,790475,798316,protein_coding
p131164,p131166,block1095,ENSG00000177595,11,799179,809753,protein_coding
p131164,p131166,block1095,ENSG00000177600,11,809647,812880,protein_coding
p131164,p131166,block1095,ENSG00000177666,11,818902,825573,protein_coding
p131164,p131166,block1095,ENSG00000255108,11,823634,832883,antisense
p131164,p131166,block1095,ENSG00000177685,11,826144,831991,protein_coding
p131164,p131166,block1095,ENSG00000177697,11,832843,839831,protein_coding
p131164,p131166,block1095,ENSG00000177700,11,837356,842545,protein_coding
p131164,p131166,block1095,ENSG00000214063,11,842808,867116,protein_coding
p131164,p131166,block1095,ENSG00000250397,11,856880,859795,antisense
p131164,p131166,block1095,ENSG00000177830,11,867357,915058,protein_coding
p131164,p131166,block1095,ENSG00000183020,11,924894,1012239,protein_coding
p131164,p131166,block1095,ENSG00000264671,11,951295,951364,miRNA
p131164,p131166,block1095,ENSG00000184956,11,1012821,1036706,protein_coding
p131164,p131166,block1095,ENSG00000254872,11,1049880,1055284,lincRNA
p131164,p131166,block1095,ENSG00000198788,11,1074875,1104419,protein_coding
p130826,p131344,block852,ENSG00000215374,8,7159133,7212876,lincRNA
p130826,p131344,block852,ENSG00000215372,8,7213039,7243080,protein_coding
p130826,p131344,block852,ENSG00000177257,8,7272382,7274385,protein_coding
p130826,p131344,block852,ENSG00000177243,8,7286410,7287870,protein_coding
p130826,p131344,block852,ENSG00000164871,8,7300206,7321196,protein_coding
p130826,p131344,block852,ENSG00000216194,8,7315478,7315572,miRNA
p130826,p131344,block852,ENSG00000177023,8,7327830,7332604,protein_coding
p130826,p131344,block852,ENSG00000187082,8,7340026,7343922,protein_coding
p130826,p131344,block852,ENSG00000186599,8,7345191,7347115,protein_coding
p130826,p131344,block852,ENSG00000198129,8,7353368,7366833,protein_coding
p130826,p131344,block852,ENSG00000255251,8,7397150,7399972,protein_coding
p130826,p131344,block852,ENSG00000255378,8,7636113,7638935,protein_coding
p130826,p131344,block852,ENSG00000186572,8,7669242,7673238,protein_coding
p130826,p131344,block852,ENSG00000186562,8,7679488,7681411,protein_coding
p130826,p131344,block852,ENSG00000186579,8,7682694,7686575,protein_coding
p130826,p131344,block852,ENSG00000176782,8,7693993,7698764,protein_coding
p130826,p131344,block852,ENSG00000178287,8,7705398,7726389,protein_coding
p130826,p131344,block852,ENSG00000215977,8,7711019,7711113,miRNA
p130826,p131344,block852,ENSG00000176797,8,7738726,7740186,protein_coding
p130826,p131344,block852,ENSG00000171711,8,7752151,7754233,protein_coding
p130826,p131344,block852,ENSG00000215356,8,7783859,7812271,protein_coding
p130826,p131344,block852,ENSG00000225725,8,7812536,7866277,lincRNA
p130826,p131344,block852,ENSG00000221305,8,7946463,7946611,miRNA
p130826,p131344,block852,ENSG00000221027,8,7996350,7996453,miRNA
p130826,p131344,block852,ENSG00000253893,8,8025341,8084136,antisense
p130826,p131344,block852,ENSG00000268955,8,8046158,8046331,protein_coding
p130826,p131344,block852,ENSG00000182319,8,8175258,8244008,protein_coding
p130826,p131344,block852,ENSG00000253505,8,8272200,8282142,lincRNA
p130826,p131344,block852,ENSG00000254153,8,8314419,8318847,lincRNA
p130826,p131344,block852,ENSG00000253343,8,8413248,8418475,lincRNA
p130826,p131344,block852,ENSG00000253774,8,8417404,8419634,lincRNA
p130826,p131344,block852,ENSG00000253130,8,8418901,8427198,lincRNA
p130826,p131344,block852,ENSG00000264445,8,8490974,8491058,miRNA
p130826,p131344,block852,ENSG00000253958,8,8559448,8561616,protein_coding
p130826,p131344,block852,ENSG00000254367,8,8581203,8639989,lincRNA
p130826,p131344,block852,ENSG00000147324,8,8640864,8751155,protein_coding
p130826,p131344,block852,ENSG00000104626,8,8859657,8974256,protein_coding
p130826,p131344,block852,ENSG00000263407,8,8905955,8906028,miRNA
p130826,p131344,block852,ENSG00000173281,8,8993765,9009084,protein_coding
p130826,p131344,block852,ENSG00000254340,8,8998934,9002945,antisense
p130826,p131344,block852,ENSG00000253426,8,9009252,9025646,protein_coding
p130826,p131344,block852,ENSG00000253252,8,9037761,9040029,lincRNA
p130826,p131344,block852,ENSG00000248538,8,9046521,9060364,lincRNA
p130826,p131344,block852,ENSG00000253887,8,9112859,9117805,lincRNA
p131304,p131322,block852,ENSG00000215374,8,7159133,7212876,lincRNA
p131304,p131322,block852,ENSG00000215372,8,7213039,7243080,protein_coding
p131304,p131322,block852,ENSG00000177257,8,7272382,7274385,protein_coding
p131304,p131322,block852,ENSG00000177243,8,7286410,7287870,protein_coding
p131304,p131322,block852,ENSG00000164871,8,7300206,7321196,protein_coding
p131304,p131322,block852,ENSG00000216194,8,7315478,7315572,miRNA
p131304,p131322,block852,ENSG00000177023,8,7327830,7332604,protein_coding
p131304,p131322,block852,ENSG00000187082,8,7340026,7343922,protein_coding
p131304,p131322,block852,ENSG00000186599,8,7345191,7347115,protein_coding
p131304,p131322,block852,ENSG00000198129,8,7353368,7366833,protein_coding
p131304,p131322,block852,ENSG00000255251,8,7397150,7399972,protein_coding
p131304,p131322,block852,ENSG00000255378,8,7636113,7638935,protein_coding
p131304,p131322,block852,ENSG00000186572,8,7669242,7673238,protein_coding
p131304,p131322,block852,ENSG00000186562,8,7679488,7681411,protein_coding
p131304,p131322,block852,ENSG00000186579,8,7682694,7686575,protein_coding
p131304,p131322,block852,ENSG00000176782,8,7693993,7698764,protein_coding
p131304,p131322,block852,ENSG00000178287,8,7705398,7726389,protein_coding
p131304,p131322,block852,ENSG00000215977,8,7711019,7711113,miRNA
p131304,p131322,block852,ENSG00000176797,8,7738726,7740186,protein_coding
p131304,p131322,block852,ENSG00000171711,8,7752151,7754233,protein_coding
p131304,p131322,block852,ENSG00000215356,8,7783859,7812271,protein_coding
p131304,p131322,block852,ENSG00000225725,8,7812536,7866277,lincRNA
p131304,p131322,block852,ENSG00000221305,8,7946463,7946611,miRNA
p131304,p131322,block852,ENSG00000221027,8,7996350,7996453,miRNA
p131304,p131322,block852,ENSG00000253893,8,8025341,8084136,antisense
p131304,p131322,block852,ENSG00000268955,8,8046158,8046331,protein_coding
p131304,p131322,block852,ENSG00000182319,8,8175258,8244008,protein_coding
p131304,p131322,block852,ENSG00000253505,8,8272200,8282142,lincRNA
p131304,p131322,block852,ENSG00000254153,8,8314419,8318847,lincRNA
p131304,p131322,block852,ENSG00000253343,8,8413248,8418475,lincRNA
p131304,p131322,block852,ENSG00000253774,8,8417404,8419634,lincRNA
p131304,p131322,block852,ENSG00000253130,8,8418901,8427198,lincRNA
p131304,p131322,block852,ENSG00000264445,8,8490974,8491058,miRNA
p131304,p131322,block852,ENSG00000253958,8,8559448,8561616,protein_coding
p131304,p131322,block852,ENSG00000254367,8,8581203,8639989,lincRNA
p131304,p131322,block852,ENSG00000147324,8,8640864,8751155,protein_coding
p131304,p131322,block852,ENSG00000104626,8,8859657,8974256,protein_coding
p131304,p131322,block852,ENSG00000263407,8,8905955,8906028,miRNA
p131304,p131322,block852,ENSG00000173281,8,8993765,9009084,protein_coding
p131304,p131322,block852,ENSG00000254340,8,8998934,9002945,antisense
p131304,p131322,block852,ENSG00000253426,8,9009252,9025646,protein_coding
p131304,p131322,block852,ENSG00000253252,8,9037761,9040029,lincRNA
p131304,p131322,block852,ENSG00000248538,8,9046521,9060364,lincRNA
p131304,p131322,block852,ENSG00000253887,8,9112859,9117805,lincRNA
p131390,p131546,block852,ENSG00000215374,8,7159133,7212876,lincRNA
p131390,p131546,block852,ENSG00000215372,8,7213039,7243080,protein_coding
p131390,p131546,block852,ENSG00000177257,8,7272382,7274385,protein_coding
p131390,p131546,block852,ENSG00000177243,8,7286410,7287870,protein_coding
p131390,p131546,block852,ENSG00000164871,8,7300206,7321196,protein_coding
p131390,p131546,block852,ENSG00000216194,8,7315478,7315572,miRNA
p131390,p131546,block852,ENSG00000177023,8,7327830,7332604,protein_coding
p131390,p131546,block852,ENSG00000187082,8,7340026,7343922,protein_coding
p131390,p131546,block852,ENSG00000186599,8,7345191,7347115,protein_coding
p131390,p131546,block852,ENSG00000198129,8,7353368,7366833,protein_coding
p131390,p131546,block852,ENSG00000255251,8,7397150,7399972,protein_coding
p131390,p131546,block852,ENSG00000255378,8,7636113,7638935,protein_coding
p131390,p131546,block852,ENSG00000186572,8,7669242,7673238,protein_coding
p131390,p131546,block852,ENSG00000186562,8,7679488,7681411,protein_coding
p131390,p131546,block852,ENSG00000186579,8,7682694,7686575,protein_coding
p131390,p131546,block852,ENSG00000176782,8,7693993,7698764,protein_coding
p131390,p131546,block852,ENSG00000178287,8,7705398,7726389,protein_coding
p131390,p131546,block852,ENSG00000215977,8,7711019,7711113,miRNA
p131390,p131546,block852,ENSG00000176797,8,7738726,7740186,protein_coding
p131390,p131546,block852,ENSG00000171711,8,7752151,7754233,protein_coding
p131390,p131546,block852,ENSG00000215356,8,7783859,7812271,protein_coding
p131390,p131546,block852,ENSG00000225725,8,7812536,7866277,lincRNA
p131390,p131546,block852,ENSG00000221305,8,7946463,7946611,miRNA
p131390,p131546,block852,ENSG00000221027,8,7996350,7996453,miRNA
p131390,p131546,block852,ENSG00000253893,8,8025341,8084136,antisense
p131390,p131546,block852,ENSG00000268955,8,8046158,8046331,protein_coding
p131390,p131546,block852,ENSG00000182319,8,8175258,8244008,protein_coding
p131390,p131546,block852,ENSG00000253505,8,8272200,8282142,lincRNA
p131390,p131546,block852,ENSG00000254153,8,8314419,8318847,lincRNA
p131390,p131546,block852,ENSG00000253343,8,8413248,8418475,lincRNA
p131390,p131546,block852,ENSG00000253774,8,8417404,8419634,lincRNA
p131390,p131546,block852,ENSG00000253130,8,8418901,8427198,lincRNA
p131390,p131546,block852,ENSG00000264445,8,8490974,8491058,miRNA
p131390,p131546,block852,ENSG00000253958,8,8559448,8561616,protein_coding
p131390,p131546,block852,ENSG00000254367,8,8581203,8639989,lincRNA
p131390,p131546,block852,ENSG00000147324,8,8640864,8751155,protein_coding
p131390,p131546,block852,ENSG00000104626,8,8859657,8974256,protein_coding
p131390,p131546,block852,ENSG00000263407,8,8905955,8906028,miRNA
p131390,p131546,block852,ENSG00000173281,8,8993765,9009084,protein_coding
p131390,p131546,block852,ENSG00000254340,8,8998934,9002945,antisense
p131390,p131546,block852,ENSG00000253426,8,9009252,9025646,protein_coding
p131390,p131546,block852,ENSG00000253252,8,9037761,9040029,lincRNA
p131390,p131546,block852,ENSG00000248538,8,9046521,9060364,lincRNA
p131390,p131546,block852,ENSG00000253887,8,9112859,9117805,lincRNA
p131416,p131900,block852,ENSG00000215374,8,7159133,7212876,lincRNA
p131416,p131900,block852,ENSG00000215372,8,7213039,7243080,protein_coding
p131416,p131900,block852,ENSG00000177257,8,7272382,7274385,protein_coding
p131416,p131900,block852,ENSG00000177243,8,7286410,7287870,protein_coding
p131416,p131900,block852,ENSG00000164871,8,7300206,7321196,protein_coding
p131416,p131900,block852,ENSG00000216194,8,7315478,7315572,miRNA
p131416,p131900,block852,ENSG00000177023,8,7327830,7332604,protein_coding
p131416,p131900,block852,ENSG00000187082,8,7340026,7343922,protein_coding
p131416,p131900,block852,ENSG00000186599,8,7345191,7347115,protein_coding
p131416,p131900,block852,ENSG00000198129,8,7353368,7366833,protein_coding
p131416,p131900,block852,ENSG00000255251,8,7397150,7399972,protein_coding
p131416,p131900,block852,ENSG00000255378,8,7636113,7638935,protein_coding
p131416,p131900,block852,ENSG00000186572,8,7669242,7673238,protein_coding
p131416,p131900,block852,ENSG00000186562,8,7679488,7681411,protein_coding
p131416,p131900,block852,ENSG00000186579,8,7682694,7686575,protein_coding
p131416,p131900,block852,ENSG00000176782,8,7693993,7698764,protein_coding
p131416,p131900,block852,ENSG00000178287,8,7705398,7726389,protein_coding
p131416,p131900,block852,ENSG00000215977,8,7711019,7711113,miRNA
p131416,p131900,block852,ENSG00000176797,8,7738726,7740186,protein_coding
p131416,p131900,block852,ENSG00000171711,8,7752151,7754233,protein_coding
p131416,p131900,block852,ENSG00000215356,8,7783859,7812271,protein_coding
p131416,p131900,block852,ENSG00000225725,8,7812536,7866277,lincRNA
p131416,p131900,block852,ENSG00000221305,8,7946463,7946611,miRNA
p131416,p131900,block852,ENSG00000221027,8,7996350,7996453,miRNA
p131416,p131900,block852,ENSG00000253893,8,8025341,8084136,antisense
p131416,p131900,block852,ENSG00000268955,8,8046158,8046331,protein_coding
p131416,p131900,block852,ENSG00000182319,8,8175258,8244008,protein_coding
p131416,p131900,block852,ENSG00000253505,8,8272200,8282142,lincRNA
p131416,p131900,block852,ENSG00000254153,8,8314419,8318847,lincRNA
p131416,p131900,block852,ENSG00000253343,8,8413248,8418475,lincRNA
p131416,p131900,block852,ENSG00000253774,8,8417404,8419634,lincRNA
p131416,p131900,block852,ENSG00000253130,8,8418901,8427198,lincRNA
p131416,p131900,block852,ENSG00000264445,8,8490974,8491058,miRNA
p131416,p131900,block852,ENSG00000253958,8,8559448,8561616,protein_coding
p131416,p131900,block852,ENSG00000254367,8,8581203,8639989,lincRNA
p131416,p131900,block852,ENSG00000147324,8,8640864,8751155,protein_coding
p131416,p131900,block852,ENSG00000104626,8,8859657,8974256,protein_coding
p131416,p131900,block852,ENSG00000263407,8,8905955,8906028,miRNA
p131416,p131900,block852,ENSG00000173281,8,8993765,9009084,protein_coding
p131416,p131900,block852,ENSG00000254340,8,8998934,9002945,antisense
p131416,p131900,block852,ENSG00000253426,8,9009252,9025646,protein_coding
p131416,p131900,block852,ENSG00000253252,8,9037761,9040029,lincRNA
p131416,p131900,block852,ENSG00000248538,8,9046521,9060364,lincRNA
p131416,p131900,block852,ENSG00000253887,8,9112859,9117805,lincRNA
p131164,p131166,block1132,ENSG00000171067,11,68028803,68039469,protein_coding
p131164,p131166,block1132,ENSG00000162337,11,68080077,68216743,protein_coding
p131164,p131166,block1132,ENSG00000110075,11,68228186,68382802,protein_coding
p131164,p131166,block1132,ENSG00000222339,11,68273040,68273119,miRNA
p131164,p131166,block1132,ENSG00000212093,11,68273551,68273634,miRNA
p131164,p131166,block1132,ENSG00000260808,11,68380367,68384179,lincRNA
p131164,p131166,block1132,ENSG00000266854,11,68386967,68387063,miRNA
p131164,p131166,block1132,ENSG00000069482,11,68451247,68458643,protein_coding
p131164,p131166,block1132,ENSG00000132749,11,68474908,68519032,protein_coding
p131164,p131166,block1132,ENSG00000110090,11,68522088,68611878,protein_coding
p131164,p131166,block1132,ENSG00000250508,11,68638132,68642010,lincRNA
p131164,p131166,block1132,ENSG00000197345,11,68658744,68671303,protein_coding
p131164,p131166,block1132,ENSG00000132740,11,68671310,68708070,protein_coding
p131164,p131166,block1132,ENSG00000255741,11,68708971,68710320,antisense
p131164,p131166,block1132,ENSG00000172938,11,68747490,68748455,protein_coding
p131164,p131166,block1132,ENSG00000261276,11,68771862,68772568,antisense
p131164,p131166,block1132,ENSG00000172935,11,68771863,68780877,protein_coding
p131164,p131166,block1132,ENSG00000256508,11,68779751,68785915,antisense
p131164,p131166,block1132,ENSG00000162341,11,68816365,68858072,protein_coding
p131164,p131166,block1132,ENSG00000265539,11,68850644,68850726,miRNA
p131164,p131166,block1132,ENSG00000260895,11,68870961,68876562,lincRNA
p131164,p131166,block1132,ENSG00000261070,11,68914696,68939032,lincRNA
p131164,p131166,block1132,ENSG00000259799,11,68923378,68927220,antisense
p131164,p131166,block1132,ENSG00000172927,11,69061605,69182494,protein_coding
p131164,p131166,block1132,ENSG00000260877,11,69186231,69187279,lincRNA
p131164,p131166,block1132,ENSG00000259854,11,69229075,69231600,lincRNA
p131164,p131166,block1132,ENSG00000255980,11,69240458,69244389,lincRNA
p131164,p131166,block1132,ENSG00000255606,11,69253133,69259511,lincRNA
p131164,p131166,block1132,ENSG00000261347,11,69282366,69284473,lincRNA
p131164,p131166,block1132,ENSG00000255774,11,69291901,69294708,lincRNA
p131164,p131166,block1132,ENSG00000110092,11,69455855,69469242,protein_coding
p131164,p131166,block1132,ENSG00000149716,11,69467844,69490184,protein_coding
p130070,p131164,block168,ENSG00000228108,2,54743185,54767834,antisense
p130070,p131164,block168,ENSG00000234943,2,54772505,54773814,antisense
p130070,p131164,block168,ENSG00000238018,2,54888148,54889929,antisense
p130070,p131164,block168,ENSG00000214595,2,54950636,55199157,protein_coding
p130070,p131164,block168,ENSG00000231334,2,54974240,54975541,antisense
p130070,p131164,block168,ENSG00000115310,2,55199325,55339757,protein_coding
p130070,p131164,block168,ENSG00000266376,2,55335846,55335939,miRNA
p130070,p131164,block168,ENSG00000162994,2,55401927,55459699,protein_coding
p130070,p131164,block168,ENSG00000203327,2,55441523,55443262,antisense
p130070,p131164,block168,ENSG00000143947,2,55459039,55462989,protein_coding
p130070,p131164,block168,ENSG00000085760,2,55463731,55496483,protein_coding
p130070,p131164,block168,ENSG00000115355,2,55514978,55647057,protein_coding
p130070,p131164,block168,ENSG00000240401,2,55535628,55573185,antisense
p130070,p131164,block168,ENSG00000264849,2,55699880,55699977,miRNA
p130070,p131164,block168,ENSG00000163001,2,55746740,55773015,protein_coding
p130070,p131164,block168,ENSG00000138041,2,55774428,55846015,protein_coding
p130070,p131164,block168,ENSG00000272606,2,55845044,55845508,antisense
p130070,p131164,block168,ENSG00000138035,2,55861400,55921045,protein_coding
p130070,p131164,block168,ENSG00000115380,2,56093102,56151274,protein_coding
p130070,p131670,block168,ENSG00000228108,2,54743185,54767834,antisense
p130070,p131670,block168,ENSG00000234943,2,54772505,54773814,antisense
p130070,p131670,block168,ENSG00000238018,2,54888148,54889929,antisense
p130070,p131670,block168,ENSG00000214595,2,54950636,55199157,protein_coding
p130070,p131670,block168,ENSG00000231334,2,54974240,54975541,antisense
p130070,p131670,block168,ENSG00000115310,2,55199325,55339757,protein_coding
p130070,p131670,block168,ENSG00000266376,2,55335846,55335939,miRNA
p130070,p131670,block168,ENSG00000162994,2,55401927,55459699,protein_coding
p130070,p131670,block168,ENSG00000203327,2,55441523,55443262,antisense
p130070,p131670,block168,ENSG00000143947,2,55459039,55462989,protein_coding
p130070,p131670,block168,ENSG00000085760,2,55463731,55496483,protein_coding
p130070,p131670,block168,ENSG00000115355,2,55514978,55647057,protein_coding
p130070,p131670,block168,ENSG00000240401,2,55535628,55573185,antisense
p130070,p131670,block168,ENSG00000264849,2,55699880,55699977,miRNA
p130070,p131670,block168,ENSG00000163001,2,55746740,55773015,protein_coding
p130070,p131670,block168,ENSG00000138041,2,55774428,55846015,protein_coding
p130070,p131670,block168,ENSG00000272606,2,55845044,55845508,antisense
p130070,p131670,block168,ENSG00000138035,2,55861400,55921045,protein_coding
p130070,p131670,block168,ENSG00000115380,2,56093102,56151274,protein_coding
p131164,p131670,block168,ENSG00000228108,2,54743185,54767834,antisense
p131164,p131670,block168,ENSG00000234943,2,54772505,54773814,antisense
p131164,p131670,block168,ENSG00000238018,2,54888148,54889929,antisense
p131164,p131670,block168,ENSG00000214595,2,54950636,55199157,protein_coding
p131164,p131670,block168,ENSG00000231334,2,54974240,54975541,antisense
p131164,p131670,block168,ENSG00000115310,2,55199325,55339757,protein_coding
p131164,p131670,block168,ENSG00000266376,2,55335846,55335939,miRNA
p131164,p131670,block168,ENSG00000162994,2,55401927,55459699,protein_coding
p131164,p131670,block168,ENSG00000203327,2,55441523,55443262,antisense
p131164,p131670,block168,ENSG00000143947,2,55459039,55462989,protein_coding
p131164,p131670,block168,ENSG00000085760,2,55463731,55496483,protein_coding
p131164,p131670,block168,ENSG00000115355,2,55514978,55647057,protein_coding
p131164,p131670,block168,ENSG00000240401,2,55535628,55573185,antisense
